year,School,Label,AOL,Pupils,Provider,subject,course_name,course_code,school_id
12,Our Lady of Lourdes High School,A,LLW,18,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3230075
12,Saintfield High School,A,LLW,16,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,4210063
12,St Patrick's College (Dungannon),A,LLW,25,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5230293
12,Lagan College,A,LLW,13,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,4260255
12,Wellington College,A,LLW,16,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,1410270
12,St Joseph's College (Enniskillen),A,LLW,3,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,2230100
12,All Saints College,A,LLW,90,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,1230324
12,St Patrick's College (Dungiven),A,LLW,22,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,2230144
12,St Colmcille's High School,A,LLW,19,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,4230102
12,Rathfriland High,A,LLW,14,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5210127
12,Hazelwood Integrated College,A,LLW,27,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,1260269
12,St Patrick's Grammar (Armagh),A,LLW,16,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5420268
12,Strabane Academy,A,LLW,35,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,2410311
12,Aughnacloy College,A,LLW,17,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5210153
12,City of Armagh High School,A,LLW,12,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5210121
12,St Kevin's College,A,LLW,13,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,2230322
12,St Conor's College,A,LLW,23,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3230318
12,Coleraine College,A,LLW,11,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3210300
12,Breda Academy,A,LLW,13,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,4210316
12,Dominican College,A,LLW,12,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3420068
12,St Patrick's College,A,LLW,11,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3230234
12,St Benedict's College,A,LLW,16,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3230308
12,Fort Hill Integrated College,A,LLW,11,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,4250072
12,Belfast Model School for Girls,A,LLW,128,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,1210021
12,St Patrick's & St Brigid's College,A,ST,20,Own School,ICT,OCR Level 2 Extended Certificate in IT User Skills (ITQ) (QCF),600/1062/9,2230122
12,St Colm's High School (Twinbrook),A,ST,23,Own School,ICT,OCR Level 2 ITQ Certificate in IT User Skills (QCF),500/6743/6,4230223
12,Mercy College,A,ST,39,Own School,ICT,OCR Level 2 ITQ Certificate in IT User Skills (QCF),500/6743/6,1230104
12,St Benedict's College,A,ST,22,Own School,ICT,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,600/6071/2,3230308
12,Cookstown High,A,ST,46,Own School,ICT,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,600/6071/2,5210230
12,Blackwater Integrated College,A,ST,8,Own School,ICT,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,600/6071/2,4260309
12,Hazelwood Integrated College,A,ST,53,Own School,ICT,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,600/6071/2,1260269
12,Carrickfergus Academy,A,ST,37,Own School,ICT,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,600/6071/2,3210323
12,Glengormley High School,A,ST,53,Own School,ICT,Pearson BTEC Level 2 Certificate for IT Users (ITQ) (QCF),500/7832/X,3210202
12,Bangor Academy & Sixth Form College,A,ST,31,Own School,ICT,Pearson BTEC Level 2 Certificate for IT Users (ITQ) (QCF),500/7832/X,4210296
12,St Columbanus' College,A,ST,54,Own School,ICT,Pearson BTEC Level 2 Certificate for IT Users (ITQ) (QCF),500/7832/X,4230107
12,Ashfield Boys' High School,A,ST,114,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,1210015
12,St Joseph's Boys' High (Newry),A,ST,12,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5230056
12,St Mary's College (Derry),A,ST,9,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,2230081
12,St Mary's High School (Downpatrick),A,ST,17,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,4230023
12,St Brigid's College (Derry),A,ST,15,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,2230225
12,Rathfriland High,A,ST,17,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5210127
12,St Kevin's College,A,ST,6,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,2230322
12,Lismore Comprehensive,A,ST,88,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5230213
12,City of Armagh High School,A,ST,15,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5210121
12,Banbridge High,A,ST,18,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5210047
12,Sacred Heart College,A,ST,39,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,2230298
12,Nendrum College,A,ST,24,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,4210045
12,Devenish College,A,ST,29,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,2210312
12,Integrated College Dungannon,A,ST,44,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5260286
12,Dundonald High School,A,ST,36,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,4210262
12,Edmund Rice College,A,ST,52,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,3230203
12,De La Salle High School,A,ST,39,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,4230224
12,New-Bridge Integrated College,A,ST,35,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5260285
12,Parkhall College,A,ST,23,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,3250207
12,Fivemiletown College,A,ST,16,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5210097
12,Lisneal College,A,ST,64,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,2210306
12,St Mary's College (Irvinestown),A,ST,19,Collaboration with other school,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,2230109
12,Glastry College,A,ST,43,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,4210046
12,Lagan College,A,ST,31,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,4260255
12,Coleraine Grammar School,A,ST,17,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,3420317
12,Holy Trinity College,A,ST,83,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5230278
12,St Joseph's College (Coalisland),A,ST,11,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5230192
12,Craigavon Senior High School,A,ST,158,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5210282
12,St Patrick's College,A,ST,31,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,3230084
12,St Patrick's College,A,ST,22,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,3230234
12,St Patrick's High (Keady),A,ST,20,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5230187
12,St Louise's Comprehensive College,A,ST,8,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,1230053
12,Markethill High,A,ST,19,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5210083
12,St Patrick's College (Banbridge),A,ST,55,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5230076
12,St Joseph's College (Enniskillen),A,ST,7,Collaboration with other school,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,2230100
12,Strangford College,A,ST,18,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,4260295
12,St John the Baptist College,A,ST,18,Own School,ICT,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,600/4789/6,5230321
13,St Patrick's Grammar (Armagh),A,ST,12,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5420268
13,St Patrick's College (Dungannon),A,ST,1,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5230293
13,Slemish College,A,ST,6,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,3260289
13,St Ciaran's College,A,ST,10,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5230152
13,Friends' School,A,ST,4,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,4420050
13,"Royal School, Armagh",A,ST,9,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5420263
13,Limavady Grammar School,A,ST,10,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,2410048
13,St Louise's Comprehensive College,A,ST,5,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,1230053
13,Christian Brothers Grammar (Omagh),A,ST,11,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,2420064
13,St Patrick's College,A,ST,4,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,3230234
13,Belfast Royal Academy,A,ST,14,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,1420028
13,Loreto College,A,ST,8,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,3420034
13,St Patrick's High (Keady),A,ST,1,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5230187
13,Lagan College,A,ST,10,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,4260255
13,Lumen Christi College,A,ST,10,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,2420287
13,Coleraine Grammar School,A,ST,13,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,3420317
13,Wallace High School,A,ST,12,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,4420051
13,Banbridge Academy,A,ST,17,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5410013
13,St Patrick's Academy (Dungannon),A,ST,21,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5420304
13,St Mary's Grammar School,A,ST,4,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,3420080
13,Loreto Grammar,A,ST,1,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,2420065
13,Our Lady's Grammar School,A,ST,5,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5420060
13,Shimna College,A,ST,6,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,4260281
13,Down High School,A,ST,11,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,4410085
13,Grosvenor Grammar School,A,ST,19,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,1410079
13,St Ronan's College,A,ST,14,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5420314
13,Colaiste Feirste,A,ST,5,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,1240291
13,Dromore High,A,ST,4,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5210064
13,St Colman's College,A,ST,7,Own School,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5420062
13,St Catherine's College,A,ST,1,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,5230218
13,St Malachy's College,A,ST,4,Collaboration with other school,ICT,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,601/8913/7,1420030
13,Breda Academy,A,LLW,17,Own School,ICT,OCN NI Level 3 Diploma in Information Technology Applications,601/8844/3,4210316
13,St Malachy's High School (Castlewellan),A,LLW,4,Own School,ICT,OCN NI Level 3 Diploma in Information Technology Applications,601/8844/3,4230211
13,St Genevieve's High,A,LLW,31,Own School,ICT,OCN NI Level 3 Diploma in Information Technology Applications,601/8844/3,1230155
13,De La Salle College,A,LLW,10,Own School,ICT,OCN NI Level 3 Diploma in Information Technology Applications,601/8844/3,1230182
13,St Patrick's College,A,ES,16,Own School,ICT,OCR Level 3 Cambridge Technical Diploma in IT (VRQ),601/7101/7,3230084
13,Strabane Academy,A,ST,9,Own School,ICT,OCR Level 3 Cambridge Technical Extended Certificate in IT,601/7098/0,2410311
13,St Joseph's College,A,ST,11,Own School,ICT,OCR Level 3 Cambridge Technical Extended Certificate in IT,601/7098/0,1230275
13,St Malachy's High School (Castlewellan),A,ST,13,Own School,ICT,OCR Level 3 Cambridge Technical Extended Certificate in IT,601/7098/0,4230211
13,Lismore Comprehensive,A,ST,22,Own School,ICT,OCR Level 3 Cambridge Technical Extended Certificate in IT,601/7098/0,5230213
13,Cullybackey College,A,ST,18,Own School,ICT,OCR Level 3 Cambridge Technical Extended Certificate in IT,601/7098/0,3210172
13,St Paul's High (Bessbrook),A,ST,21,Own School,ICT,OCR Level 3 Cambridge Technical Extended Certificate in IT,601/7098/0,5230157
13,Mercy College,A,ST,8,Own School,ICT,OCR Level 3 Cambridge Technical Extended Certificate in IT,601/7098/0,1230104
13,St Colman's High School,A,ST,16,Own School,ICT,OCR Level 3 Cambridge Technical Extended Certificate in IT,601/7098/0,4230161
13,Sperrin Integrated College,A,ST,10,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT,601/7099/2,3260303
13,Strangford College,A,ST,19,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT,601/7099/2,4260295
13,Fort Hill Integrated College,A,ST,13,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT,601/7099/2,4250072
13,Ballycastle High School,A,ST,14,Collaboration with other school,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT,601/7099/2,3210124
13,Cross and Passion College,A,ST,12,Collaboration with other school,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT,601/7099/2,3230227
13,Christian Brothers Grammar (Omagh),A,ST,11,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2420064
13,St Mary's Limavady,A,ST,41,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2230077
13,St Conor's College,A,ST,13,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3230318
13,Loreto College,A,ST,18,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3420034
13,Parkhall College,A,ST,19,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3250207
13,Carrickfergus Grammar School,A,ST,1,Collaboration with other school,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3410098
13,Assumption Grammar School,A,ST,3,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,4420086
13,Magherafelt High School,A,ST,14,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3210035
13,Oakgrove Integrated College,A,ST,14,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2260276
13,Limavady High School,A,ST,9,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2210302
13,St Malachy's College,A,ST,22,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,1420030
13,St Pius X College,A,ST,32,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3230168
13,Ulidia Integrated College,A,ST,10,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3260299
13,Blessed Trinity College,A,ST,41,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,1230321
13,St Joseph's Grammar School,A,ST,22,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,5420073
13,Lisneal College,A,ST,26,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2210306
13,St Patrick's College (Dungiven),A,ST,20,Collaboration with other school,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2230144
13,St Patrick's Grammar (Armagh),A,ST,20,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,5420268
13,St Mary's High (Newry),A,ST,9,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,5230108
13,De La Salle High School,A,ST,15,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,4230224
13,St Louise's Comprehensive College,A,ST,30,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,1230053
13,Edmund Rice College,A,ST,25,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3230203
13,Abbey Community College,A,ST,25,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3210313
13,St Ronan's College,A,ST,31,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,5420314
13,St Dominic's Grammar School for Girls,A,ST,7,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,1420029
13,St Cecilia's College,A,ST,20,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2230188
13,Carrickfergus Academy,A,ST,29,Collaboration with other school,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3210323
13,Dominican College,A,ST,18,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3420068
13,St Mark's High,A,ST,28,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,5230135
13,North Coast Integrated College,A,ST,20,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,3260290
13,St Columb's College,A,ST,22,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2420054
13,New-Bridge Integrated College,A,ST,12,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,5260285
13,Priory Integrated College,A,ST,15,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,4250024
13,All Saints College,A,ST,58,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,1230324
13,Gaelcholaiste Dhoire,A,ST,5,Collaboration with other school,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2240319
13,St Joseph's Boys' School,A,ST,31,Own School,ICT,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),600/4623/5,2230131
13,Larne High School,A,ST,13,Own School,ICT,OCR Level 3 Cambridge Technical Subsidiary Diploma in IT (QCF),600/4237/0,3210038
13,Belfast Boys' Model School,A,ST,18,Own School,ICT,Pearson BTEC Level 3 National Diploma in Information Technology,603/0455/8,1210022
13,Royal Belfast Academical Institution,A,ST,13,Own School,ICT,Pearson BTEC Level 3 National Diploma in Information Technology,603/0455/8,1420027
13,Coleraine Grammar School,A,ST,22,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,3420317
13,Integrated College Dungannon,A,ST,13,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5260286
13,Slemish College,A,ST,7,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,3260289
13,St Columbanus' College,A,ST,21,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4230107
13,Holy Trinity College,A,ST,43,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5230278
13,Down High School,A,ST,8,FE,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4410085
13,Dromore High,A,ST,16,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5210064
13,St Patrick's College (Banbridge),A,ST,9,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5230076
13,Cookstown High,A,ST,9,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5210230
13,Christian Brothers' Abbey Grammar School,A,ST,8,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5420059
13,Dunclug College,A,ST,11,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,3210208
13,Victoria College,A,ST,9,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1420264
13,Lagan College,A,ST,12,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4260255
13,Bangor Academy & Sixth Form College,A,ST,59,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4210296
13,Hazelwood Integrated College,A,ST,30,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1260269
13,Ashfield Girls' High School,A,ST,12,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1210014
13,St Louis' Grammar School,A,ST,13,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,3420010
13,Banbridge High,A,ST,7,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5210047
13,Glastry College,A,ST,9,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4210046
13,Antrim Grammar School,A,ST,14,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,3410209
13,Castlederg High,A,ST,4,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,2210065
13,Glengormley High School,A,ST,20,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,3210202
13,St Ciaran's College,A,ST,26,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5230152
13,Foyle College,A,ST,4,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,2420229
13,Belfast Boys' Model School,A,ST,21,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1210022
13,Cambridge House Grammar School,A,ST,4,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,3410297
13,Breda Academy,A,ST,14,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4210316
13,St Mary's Christian Brothers' Grammar School,A,ST,14,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1420021
13,Bloomfield Collegiate School,A,ST,9,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1410315
13,Sacred Heart College,A,ST,24,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,2230298
13,St Michael's Grammar (Enniskillen),A,ST,18,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,2420043
13,St Patrick's Grammar (Downpatrick),A,ST,42,Collaboration with other school,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4420088
13,Ashfield Boys' High School,A,ST,39,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1210015
13,St Patrick's College (Dungannon),A,ST,14,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5230293
13,St Killian's College,A,ST,13,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,3230310
13,Lisnagarvey High School,A,ST,20,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4210051
13,De La Salle High School,A,ST,1,Collaboration with other school,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,4230224
13,St Patrick's High (Keady),A,ST,6,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,5230187
13,Campbell College,A,ST,7,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1420020
13,De La Salle College,A,ST,16,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1230182
13,Malone College,A,ST,10,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,1260294
13,St Joseph's College (Enniskillen),A,ST,2,Own School,ICT,Pearson BTEC Level 3 National Extended Certificate in Information Technology,601/7575/8,2230100
