year,School,Label,AOL,Pupils,Provider,subject,course_name,course_code,school_id
12,Ulidia Integrated College,A,LLW,15,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3260299
12,Dunluce School,A,LLW,33,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3210222
12,Holy Cross College,A,LLW,36,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,2230301
12,Priory Integrated College,A,LLW,23,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,4250024
12,Blackwater Integrated College,A,LLW,15,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,4260309
12,St Joseph's High (Crossmaglen),A,LLW,10,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5230167
12,De La Salle College,A,LLW,8,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,1230182
12,Cookstown High,A,LLW,12,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5210230
12,Abbey Community College,A,LLW,132,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3210313
12,St Ronan's College,A,LLW,90,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5420314
12,Belfast Boys' Model School,A,LLW,72,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,1210022
12,Ballymoney High School,A,LLW,103,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,3210133
12,St Mary's Christian Brothers' Grammar School,A,LLW,21,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,1420021
12,Movilla High School,A,LLW,9,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,4210012
12,St Joseph's Boys' School,A,LLW,51,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,2230131
12,Lismore Comprehensive,A,LLW,22,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5230213
12,Sacred Heart College,A,LLW,21,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,2230298
12,Craigavon Senior High School,A,LLW,57,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5210282
12,Dean Maguirc College,A,LLW,47,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,2230138
12,Blessed Trinity College,A,LLW,63,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,1230321
12,St Ciaran's College,A,LLW,6,Own School,ICT,OCN NI Level 2 Certificate in Information Technology Applications,601/8497/8,5230152
