,year,School,Course Name and Course Code,Label,AOL,Pupils,Provider,subject
201,12,Dundonald High School (4210262),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,36,Own School,ICT
202,12,Edmund Rice College (3230203),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,52,Own School,ICT
203,12,De La Salle High School (4230224),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,39,Own School,ICT
204,12,New-Bridge Integrated College (5260285),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,35,Own School,ICT
205,12,Parkhall College (3250207),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,23,Own School,ICT
206,12,Fivemiletown College (5210097),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,16,Own School,ICT
207,12,Lisneal College (2210306),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,64,Own School,ICT
208,12,St Mary's College (Irvinestown) (2230109),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,19,Collaboration with other school,ICT
209,12,Glastry College (4210046),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,43,Own School,ICT
210,12,Lagan College (4260255),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,31,Own School,ICT
211,12,Coleraine Grammar School (3420317),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,17,Own School,ICT
212,12,Holy Trinity College (5230278),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,83,Own School,ICT
213,12,St Joseph's College (Coalisland) (5230192),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,11,Own School,ICT
214,12,Craigavon Senior High School (5210282),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,158,Own School,ICT
215,12,St Patrick's College (3230084),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,31,Own School,ICT
216,12,St Patrick's College (3230234),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,22,Own School,ICT
217,12,St Patrick's High (Keady) (5230187),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,20,Own School,ICT
218,12,St Louise's Comprehensive College (1230053),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,8,Own School,ICT
219,12,Markethill High (5210083),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,19,Own School,ICT
220,12,St Patrick's College (Banbridge) (5230076),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,55,Own School,ICT
221,12,St Joseph's College (Enniskillen) (2230100),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,7,Collaboration with other school,ICT
222,12,Strangford College (4260295),Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology (600/4789/6),A,ST,18,Own School,ICT
223,12,"St John the Baptist College
(5230321)","Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology
(600/4789/6)",A,ST,18,Own School,ICT
224,13,St Patrick's Grammar (Armagh) (5420268),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,12,Own School,ICT
225,13,St Patrick's College (Dungannon) (5230293),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,1,Collaboration with other school,ICT
226,13,Slemish College (3260289),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,6,Own School,ICT
227,13,St Ciaran's College (5230152),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,10,Own School,ICT
228,13,Friends' School (4420050),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,4,Own School,ICT
229,13,"Royal School, Armagh (5420263)",CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,9,Collaboration with other school,ICT
230,13,Limavady Grammar School (2410048),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,10,Own School,ICT
231,13,St Louise's Comprehensive College (1230053),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,5,Own School,ICT
232,13,Christian Brothers Grammar (Omagh) (2420064),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,11,Collaboration with other school,ICT
233,13,St Patrick's College (3230234),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,4,Own School,ICT
234,13,Belfast Royal Academy (1420028),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,14,Collaboration with other school,ICT
235,13,Loreto College (3420034),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,8,Own School,ICT
236,13,St Patrick's High (Keady) (5230187),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,1,Collaboration with other school,ICT
237,13,Lagan College (4260255),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,10,Own School,ICT
238,13,Lumen Christi College (2420287),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,10,Own School,ICT
239,13,Coleraine Grammar School (3420317),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,13,Own School,ICT
240,13,Wallace High School (4420051),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),"A
:selected:",ST,12,Own School,ICT
241,13,Banbridge Academy (5410013),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),"A
:selected:",ST,17,Own School,ICT
242,13,St Patrick's Academy (Dungannon) (5420304),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),"A
:selected:",ST,21,Collaboration with other school,ICT
243,13,St Mary's Grammar School (3420080),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),"A
:selected:",ST,4,Own School,ICT
244,13,Loreto Grammar (2420065),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),"A
:selected:",ST,1,Collaboration with other school,ICT
245,13,Our Lady's Grammar School (5420060),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),"A
:selected:",ST,5,Own School,ICT
246,13,Shimna College (4260281),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),"A
:selected:",ST,6,Own School,ICT
247,13,Down High School (4410085),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,11,Own School,ICT
248,13,Grosvenor Grammar School (1410079),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,19,Own School,ICT
249,13,St Ronan's College (5420314),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,14,Own School,ICT
250,13,Colaiste Feirste (1240291),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,5,Own School,ICT
251,13,Dromore High (5210064),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,4,Own School,ICT
252,13,St Colman's College (5420062),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,7,Own School,ICT
253,13,St Catherine's College (5230218),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,1,Collaboration with other school,ICT
254,13,St Malachy's College (1420030),CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development (601/8913/7),A,ST,4,Collaboration with other school,ICT
255,13,Breda Academy (4210316),OCN NI Level 3 Diploma in Information Technology Applications (601/8844/3),A,LLW,17,Own School,ICT
256,13,St Malachy's High School (Castlewellan) (4230211),OCN NI Level 3 Diploma in Information Technology Applications (601/8844/3),A,LLW,4,Own School,ICT
257,13,St Genevieve's High (1230155),OCN NI Level 3 Diploma in Information Technology Applications (601/8844/3),A,LLW,31,Own School,ICT
258,13,De La Salle College (1230182),OCN NI Level 3 Diploma in Information Technology Applications (601/8844/3),A,LLW,10,Own School,ICT
259,13,St Patrick's College (3230084),OCR Level 3 Cambridge Technical Diploma in IT (VRQ) (601/7101/7),A,ES,16,Own School,ICT
260,13,Strabane Academy (2410311),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,9,Own School,ICT
261,13,St Joseph's College (1230275),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,11,Own School,ICT
262,13,St Malachy's High School (Castlewellan) (4230211),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,13,Own School,ICT
263,13,Lismore Comprehensive (5230213),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,22,Own School,ICT
264,13,Cullybackey College (3210172),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,18,Own School,ICT
265,13,St Paul's High (Bessbrook) (5230157),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,21,Own School,ICT
266,13,Mercy College (1230104),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,8,Own School,ICT
267,13,St Colman's High School (4230161),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,16,Own School,ICT
268,13,Sperrin Integrated College (3260303),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,10,Own School,ICT
269,13,Strangford College (4260295),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,19,Own School,ICT
270,13,Fort Hill Integrated College (4250072),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,13,Own School,ICT
271,13,Ballycastle High School (3210124),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,14,Collaboration with other school,ICT
272,13,Cross and Passion College (3230227),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,12,Collaboration with other school,ICT
273,13,Christian Brothers Grammar (Omagh) (2420064),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,11,Own School,ICT
274,13,St Mary's Limavady (2230077),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,41,Own School,ICT
275,13,St Conor's College (3230318),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,13,Own School,ICT
276,13,Loreto College (3420034),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,18,Own School,ICT
277,13,Parkhall College (3250207),"OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5)
:unselected: :unselected:",A,ST,19,Own School,ICT
278,13,Carrickfergus Grammar School (3410098),"OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5)
:unselected:",A,ST,1,Collaboration with other school,ICT
279,13,Assumption Grammar School (4420086),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,3,Own School,ICT
280,13,Magherafelt High School (3210035),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,14,Own School,ICT
281,13,Oakgrove Integrated College (2260276),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,14,Own School,ICT
282,13,Limavady High School (2210302),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,9,Own School,ICT
283,13,St Malachy's College (1420030),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,22,Own School,ICT
284,13,St Pius X College (3230168),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,32,Own School,ICT
285,13,Ulidia Integrated College (3260299),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,10,Own School,ICT
286,13,Blessed Trinity College (1230321),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,41,Own School,ICT
287,13,St Joseph's Grammar School (5420073),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,22,Own School,ICT
288,13,Lisneal College (2210306),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,26,Own School,ICT
289,13,St Patrick's College (Dungiven) (2230144),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,20,Collaboration with other school,ICT
290,13,St Patrick's Grammar (Armagh) (5420268),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,20,Own School,ICT
291,13,St Mary's High (Newry) (5230108),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,9,Own School,ICT
292,13,De La Salle High School (4230224),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,15,Own School,ICT
293,13,St Louise's Comprehensive College (1230053),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,30,Own School,ICT
294,13,Edmund Rice College (3230203),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,25,Own School,ICT
295,13,Abbey Community College (3210313),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,25,Own School,ICT
296,13,St Ronan's College (5420314),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,31,Own School,ICT
297,13,St Dominic's Grammar School for Girls (1420029),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,7,Own School,ICT
298,13,St Cecilia's College (2230188),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,20,Own School,ICT
299,13,Carrickfergus Academy (3210323),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,29,Collaboration with other school,ICT
300,13,Dominican College (3420068),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,18,Own School,ICT
301,13,St Mark's High (5230135),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,28,Own School,ICT
302,13,North Coast Integrated College (3260290),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,20,Own School,ICT
303,13,St Columb's College (2420054),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,22,Own School,ICT
304,13,New-Bridge Integrated College (5260285),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,12,Own School,ICT
305,13,Priory Integrated College (4250024),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,15,Own School,ICT
306,13,All Saints College (1230324),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,58,Own School,ICT
307,13,Gaelcholaiste Dhoire (2240319),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,5,Collaboration with other school,ICT
308,13,St Joseph's Boys' School (2230131),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,31,Own School,ICT
309,13,Larne High School (3210038),OCR Level 3 Cambridge Technical Subsidiary Diploma in IT (QCF) (600/4237/0),A,ST,13,Own School,ICT
310,13,Belfast Boys' Model School (1210022),Pearson BTEC Level 3 National Diploma in Information Technology (603/0455/8),A,ST,18,Own School,ICT
311,13,Royal Belfast Academical Institution (1420027),Pearson BTEC Level 3 National Diploma in Information Technology (603/0455/8),A,ST,13,Own School,ICT
312,13,Coleraine Grammar School (3420317),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,22,Own School,ICT
313,13,Integrated College Dungannon (5260286),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,13,Own School,ICT
314,13,Slemish College (3260289),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,7,Own School,ICT
315,13,St Columbanus' College (4230107),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,21,Own School,ICT
316,13,Holy Trinity College (5230278),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,43,Own School,ICT
317,13,Down High School (4410085),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,8,FE,ICT
318,13,Dromore High (5210064),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,16,Own School,ICT
319,13,St Patrick's College (Banbridge) (5230076),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,9,Own School,ICT
320,13,Cookstown High (5210230),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,9,Own School,ICT
321,13,Christian Brothers' Abbey Grammar School (5420059),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,8,Own School,ICT
322,13,Dunclug College (3210208),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,11,Own School,ICT
323,13,Victoria College (1420264),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,9,Own School,ICT
324,13,Lagan College (4260255),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,12,Own School,ICT
325,13,Bangor Academy & Sixth Form College (4210296),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,59,Own School,ICT
326,13,Hazelwood Integrated College (1260269),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,30,Own School,ICT
327,13,Ashfield Girls' High School (1210014),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,12,Own School,ICT
328,13,St Louis' Grammar School (3420010),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,13,Own School,ICT
329,13,Banbridge High (5210047),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,7,Own School,ICT
330,13,Glastry College (4210046),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,9,Own School,ICT
331,13,Antrim Grammar School (3410209),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,14,Own School,ICT
332,13,Castlederg High (2210065),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,4,Own School,ICT
333,13,Glengormley High School (3210202),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,20,Own School,ICT
334,13,St Ciaran's College (5230152),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,26,Own School,ICT
335,13,Foyle College (2420229),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,4,Own School,ICT
336,13,Belfast Boys' Model School (1210022),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,21,Own School,ICT
337,13,Cambridge House Grammar School (3410297),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,4,Own School,ICT
338,13,Breda Academy (4210316),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,14,Own School,ICT
339,13,St Mary's Christian Brothers' Grammar School (1420021),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,14,Own School,ICT
340,13,Bloomfield Collegiate School (1410315),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,9,Own School,ICT
341,13,Sacred Heart College (2230298),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,24,Own School,ICT
342,13,St Michael's Grammar (Enniskillen) (2420043),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,18,Own School,ICT
343,13,St Patrick's Grammar (Downpatrick) (4420088),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,42,Collaboration with other school,ICT
344,13,Ashfield Boys' High School (1210015),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,39,Own School,ICT
345,13,St Patrick's College (Dungannon) (5230293),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,14,Own School,ICT
346,13,St Killian's College (3230310),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,13,Own School,ICT
347,13,Lisnagarvey High School (4210051),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,20,Own School,ICT
348,13,De La Salle High School (4230224),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,1,Collaboration with other school,ICT
349,13,St Patrick's High (Keady) (5230187),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,6,Own School,ICT
350,13,Campbell College (1420020),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,7,Own School,ICT
351,13,De La Salle College (1230182),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,16,Own School,ICT
352,13,Malone College (1260294),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,10,Own School,ICT
353,13,St Joseph's College (Enniskillen) (2230100),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,2,Own School,ICT
354,13,Royal Belfast Academical Institution (1420027),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,11,Own School,ICT
355,13,Devenish College (2210312),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,19,Own School,ICT
356,13,Wellington College (1410270),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,6,Own School,ICT
357,13,St Joseph's College (Enniskillen) (2230100),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,2,Own School,ICT
358,13,St Mary's College (Derry) (2230081),WJEC Level 3 Advanced Subsidiary GCE in Applied ICT (603/2151/9),A,ST,10,Own School,ICT
359,13,Larne Grammar School (3420046),WJEC Level 3 Advanced Subsidiary GCE in Information and Communication Technology (603/2153/2),A,ST,55,Own School,ICT
360,13,St Brigid's College (Derry) (2230225),WJEC Level 3 Advanced Subsidiary GCE in Information and Communication Technology (603/2153/2),A,ST,15,Own School,ICT
361,14,Belfast Royal Academy (1420028),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,11,Own School,ICT
362,14,St Patrick's College (Dungannon) (5230293),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,1,Collaboration with other school,ICT
363,14,Lagan College (4260255),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,8,Own School,ICT
364,14,Shimna College (4260281),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,6,Own School,ICT
365,14,Friends' School (4420050),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,12,Own School,ICT
366,14,Down High School (4410085),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,12,Own School,ICT
367,14,Limavady Grammar School (2410048),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,11,Own School,ICT
368,14,Coleraine Grammar School (3420317),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,7,Own School,ICT
369,14,St Ronan's College (5420314),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,7,Own School,ICT
370,14,St Patrick's Grammar (Armagh) (5420268),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,7,Own School,ICT
371,14,Wallace High School (4420051),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,14,Own School,ICT
372,14,Banbridge Academy (5410013),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,16,Own School,ICT
373,14,Grosvenor Grammar School (1410079),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,14,Own School,ICT
374,14,"Royal School, Armagh (5420263)",CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,8,Collaboration with other school,ICT
375,14,Dromore High (5210064),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,9,Collaboration with other school,ICT
376,14,St Patrick's Academy (Dungannon) (5420304),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,11,Collaboration with other school,ICT
377,14,St Patrick's College (Banbridge) (5230076),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,1,Collaboration with other school,ICT
378,14,St Colman's College (5420062),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,3,Own School,ICT
379,14,Lumen Christi College (2420287),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,15,Own School,ICT
380,14,Christian Brothers Grammar (Omagh) (2420064),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,9,Own School,ICT
381,14,Slemish College (3260289),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,14,Own School,ICT
382,14,St Louise's Comprehensive College (1230053),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,4,Own School,ICT
383,14,Our Lady's Grammar School (5420060),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,5,Own School,ICT
384,14,Loreto College (3420034),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,7,Own School,ICT
385,14,St Mary's Grammar School (3420080),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,5,Own School,ICT
386,14,Colaiste Feirste (1240291),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,9,Own School,ICT
387,14,St Patrick's High (Keady) (5230187),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,1,Collaboration with other school,ICT
388,14,St Catherine's College (5230218),CCEA Level 3 Advanced GCE in Software Systems Development (601/8914/9),A,ST,2,Collaboration with other school,ICT
389,14,Breda Academy (4210316),OCN NI Level 3 Diploma in Information Technology Applications (601/8844/3),A,LLW,12,Own School,ICT
390,14,St Malachy's High School (Castlewellan) (4230211),OCN NI Level 3 Diploma in Information Technology Applications (601/8844/3),A,LLW,8,Own School,ICT
391,14,St Genevieve's High (1230155),OCR Level 3 Cambridge Technical Diploma in IT (QCF) (600/4231/X),A,ST,24,Own School,ICT
392,14,St Patrick's College (3230084),OCR Level 3 Cambridge Technical Diploma in IT (QCF) (600/4231/X),A,ST,7,Own School,ICT
393,14,St Joseph's Grammar School (5420073),OCR Level 3 Cambridge Technical Diploma in IT (QCF) (600/4231/X),A,ST,17,Own School,ICT
394,14,St Malachy's High School (Castlewellan) (4230211),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,5,Own School,ICT
395,14,St Joseph's College (1230275),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,20,Own School,ICT
396,14,Cullybackey College (3210172),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,8,Own School,ICT
